CD_ORDER,CD_MISSION,NM_PRIORITY,TP_MISSION,DSC_MISSION,UDC,OID_STACKED_UDC,OID_FORKLIFT,FROM_X,FROM_Y,FROM_Z,AREA_FROM,TP_AREA_FROM,DSC_AREA_FROM,BEAM_FROM,AREA_TO,TP_AREA_TO,DSC_AREA_TO,BEAM_TO,TO_X,TO_Y,TO_Z,DT_INSERT,DT_START,DT_UPDATE,DIFF,OID_ORDER_R_BEAM,OID_ORDER,OID_ORDER_R,OID_ARTICLE,OID_BATCH,QTY_TO_PICK,NM_ENTIRE,NM_TOTAL,CD_ARTICLE,DSC_ARTICLE,WEIGHT,HEIGHT,TP_UDC,DT_READY_TO_GO,DIFF_READY_TO_GO,DISTANCE
2562117210,"3,874,659",8,15,CARICO DA MAG AUTO,1,"3,767,871",34,242,416,0,MA-TE-PIC,OUT_AUTO_T,DEPOSITO TERRA USCITA MA,-,0000000000,STOCK,0000000000,-,1,230,3,10/22/2022 08:35:53,10/22/2022 08:36:44,10/22/2022 08:37:50,1,"1,376,641","1,302,293",0,0,0,0,1,1,765244,BUILDTECH 2.0 CE WHITE NAT 80X80 RET,30,240,1,10/22/2022 08:37:02,0,363
2562117220,"3,874,705",8,15,CARICO DA MAG AUTO,1,"3,767,956",34,242,416,0,MA-TE-PIC,OUT_AUTO_T,DEPOSITO TERRA USCITA MA,-,0000000000,STOCK,0000000000,-,1,230,3,10/22/2022 08:58:58,10/22/2022 08:59:50,10/22/2022 09:36:40,37,"1,376,653","1,302,302",0,0,0,0,1,1,770289,"REVES DE REX PERLE GLO 6MM MOS 7,5X7,5",182,350,1,10/22/2022 09:35:48,36,363
2562117206,"3,874,793",8,15,CARICO DA MAG AUTO,1,"3,768,035",34,242,416,0,MA-TE-PIC,OUT_AUTO_T,DEPOSITO TERRA USCITA MA,-,0000000000,STOCK,0000000000,-,1,230,3,10/22/2022 10:09:26,10/22/2022 10:10:27,10/22/2022 10:11:53,1,"1,376,675","1,302,289",0,0,0,0,1,1,765297,BUILDTECH 2.0 CE BONE 20MM STR 60X120 R,32,240,1,10/22/2022 10:10:49,0,363
2562117164,"3,877,229",8,15,CARICO DA MAG AUTO,1,"3,770,636",34,242,416,0,MA-TE-PIC,OUT_AUTO_T,DEPOSITO TERRA USCITA MA,-,0000000000,STOCK,0000000000,-,1,230,3,10/24/2022 08:18:19,10/24/2022 08:19:19,10/24/2022 08:22:00,3,"1,376,914","1,302,248",0,0,0,0,1,1,754018,NEUTRA 6.0 04 FERRO 60X120 RETT,301,420,1,10/24/2022 08:20:53,2,363
2562117245,"3,883,199",8,15,CARICO DA MAG AUTO,1,"3,776,261",34,242,416,0,MA-TE-PIC,OUT_AUTO_T,DEPOSITO TERRA USCITA MA,-,0000000000,STOCK,0000000000,-,1,230,3,10/26/2022 06:01:21,10/26/2022 06:02:39,10/26/2022 06:05:18,3,"1,378,934","1,302,357",0,0,0,0,1,1,761696,ETOILE GRIS GLOSSY 60x60 RET,95,310,1,10/26/2022 06:03:26,1,363
