Operator_ID,Sequence_Rank,From_Node,To_Node,Activity_Type,Travel_Time,Start_Service,Finish_Service,Processing_Time
1,1,0,3911794,Service,6.3395286533551,0.0,5.32,5.32
1,2,3911794,3911766,Service,5.13395286533551,0.0,5.66,5.66
1,3,3911766,3911750,Service,5.750694182817754,0.0,5.66,5.66
1,4,3911750,3911740,Service,5.597206524620816,0.0,5.343333333333334,5.343333333333334
1,5,3911740,3911779,Service,5.597206524620816,0.0,5.66,5.66
1,6,3911779,3911770,Service,5.619532002176734,0.0,5.32,5.32
1,7,3911770,3911753,Service,5.13395286533551,0.0,5.66,5.66
1,8,3911753,3911744,Service,5.164650396974897,0.0,5.343333333333334,5.343333333333334
1,9,3911744,3911742,Service,5.164650396974897,0.0,5.196666666666666,5.196666666666666
1,10,3911742,3911666,Service,5.164650396974897,0.0,5.346666666666667,5.346666666666667
1,11,3911666,3911746,Service,5.164650396974897,0.0,5.196666666666666,5.196666666666666
1,12,3911746,3911761,Service,5.750694182817754,0.0,5.66,5.66
1,13,3911761,3911757,Service,5.750694182817754,0.0,5.66,5.66
1,14,3911757,3911755,Service,5.750694182817754,0.0,5.66,5.66
1,15,3911755,3911727,Service,5.750694182817754,0.0,5.196666666666666,5.196666666666666
1,16,3911727,3911722,Service,5.164650396974897,0.0,5.196666666666666,5.196666666666666
1,17,3911722,3911782,Service,5.750694182817754,0.0,5.66,5.66
1,18,3911782,3911772,Service,5.750694182817754,0.0,5.66,5.66
1,19,3911772,3911795,Service,5.209301352086735,0.0,5.25,5.25
1,20,3911795,3911733,Service,5.209301352086735,0.0,5.196666666666666,5.196666666666666
1,21,3911733,0,Return to Base,6.199994418630611,,,
