Operator,Task,Start,Finish,Successor
1,3912155,0.0,6.1066666666666665,0
2,3911753,0.0,5.66,0
3,3911755,0.0,5.66,0
4,3911722,0.0,5.196666666666666,0
5,3911746,0.0,5.196666666666666,0
6,3911740,0.0,5.343333333333334,0
7,3911742,0.0,5.196666666666666,0
8,3911733,0.0,5.196666666666666,0
9,3911727,0.0,5.196666666666666,0
10,3911750,0.0,5.66,0
