Operator_ID,Sequence_Rank,From_Node,To_Node,Activity_Type,Travel_Time,Start_Service,Finish_Service,Processing_Time
1,1,0,3911753,Service,11.199994418630611,-1.7763568394002505e-15,10.659999999999998,10.66
1,2,3911753,3911750,Service,10.750694182817755,21.41069418281759,32.07069418281759,10.66
1,3,3911750,3911727,Service,10.750694182817755,42.82138836563535,53.018055032302016,10.196666666666665
1,4,3911727,3911722,Service,10.164650396974897,63.182705429276915,73.37937209594358,10.196666666666665
1,5,3911722,3911740,Service,10.164650396974897,83.54402249291849,93.88735582625182,10.343333333333334
1,6,3911740,0,Return to Base,10.965576904293469,,,
2,1,0,3911755,Service,11.199994418630611,0.0,10.66,10.66
2,2,3911755,3911742,Service,10.750694182817755,21.410694182817757,31.607360849484426,10.196666666666669
2,3,3911742,3911733,Service,10.164650396974897,41.77201124645932,51.96867791312599,10.196666666666665
2,4,3911733,3911746,Service,10.164650396974897,62.133328310100886,72.32999497676755,10.196666666666665
2,5,3911746,3912155,Service,10.633485425649184,82.96348040241672,94.07014706908339,11.10666666666667
2,6,3912155,0,Return to Base,10.0,,,
