Operator_ID,Sequence_Rank,From_Node,To_Node,Activity_Type,Travel_Time,Start_Service,Finish_Service,Processing_Time
1,1,0,3911750,Service,11.199994418630611,0.0,10.66,10.66
1,2,3911750,3911722,Service,10.750694182817755,21.410694182817767,31.607360849484436,10.196666666666669
1,3,3911722,0,Return to Base,11.199994418630611,,,
2,1,0,3911733,Service,11.199994418630611,0.0,10.196666666666667,10.196666666666667
2,2,3911733,3911727,Service,10.164650396974897,20.36131706364157,30.557983730308237,10.196666666666665
2,3,3911727,0,Return to Base,11.199994418630611,,,
3,1,0,3911755,Service,11.199994418630611,0.0,10.66,10.66
3,2,3911755,3911740,Service,10.597206524620816,21.49844503048824,31.841778363821575,10.343333333333334
3,3,3911740,0,Return to Base,10.965576904293469,,,
4,1,0,3911742,Service,11.199994418630611,0.0,10.196666666666667,10.196666666666667
4,2,3911742,3912155,Service,10.633485425649184,20.83015209231585,31.93681875898252,11.10666666666667
4,3,3912155,0,Return to Base,10.0,,,
5,1,0,3911746,Service,11.199994418630611,0.0,10.196666666666667,10.196666666666667
5,2,3911746,3911753,Service,10.750694182817755,20.947360849484433,31.607360849484433,10.66
5,3,3911753,0,Return to Base,11.199994418630611,,,
