Operator_ID,Sequence_Rank,From_Node,To_Node,Activity_Type,Travel_Time,Start_Service,Finish_Service,Processing_Time
1,1,0,3911795,Service,6.196176163530863,0.0,5.25,5.25
1,2,3911795,0,Return to Base,6.196176163530863,,,
2,1,0,3911750,Service,6.196176163530863,0.0,5.66,5.66
2,2,3911750,0,Return to Base,6.196176163530863,,,
3,1,0,3911779,Service,6.196176163530863,0.0,5.66,5.66
3,2,3911779,0,Return to Base,6.196176163530863,,,
4,1,0,3911746,Service,6.196176163530863,0.0,5.196666666666666,5.196666666666666
4,2,3911746,0,Return to Base,6.196176163530863,,,
5,1,0,3911722,Service,6.196176163530863,0.0,5.196666666666666,5.196666666666666
5,2,3911722,0,Return to Base,6.196176163530863,,,
6,1,0,3911742,Service,6.196176163530863,0.0,5.196666666666666,5.196666666666666
6,2,3911742,0,Return to Base,6.196176163530863,,,
7,1,0,3911755,Service,6.196176163530863,0.0,5.66,5.66
7,2,3911755,0,Return to Base,6.196176163530863,,,
8,1,0,3911794,Service,6.33526641510422,0.0,5.32,5.32
8,2,3911794,0,Return to Base,6.33526641510422,,,
9,1,0,3911772,Service,6.196176163530863,0.0,5.66,5.66
9,2,3911772,0,Return to Base,6.196176163530863,,,
10,1,0,3911761,Service,6.196176163530863,0.0,5.66,5.66
10,2,3911761,0,Return to Base,6.196176163530863,,,
11,1,0,3911770,Service,6.33526641510422,0.0,5.32,5.32
11,2,3911770,0,Return to Base,6.33526641510422,,,
12,1,0,3911727,Service,6.196176163530863,0.0,5.196666666666666,5.196666666666666
12,2,3911727,0,Return to Base,6.196176163530863,,,
13,1,0,3911782,Service,6.196176163530863,0.0,5.66,5.66
13,2,3911782,0,Return to Base,6.196176163530863,,,
14,1,0,3911733,Service,6.196176163530863,0.0,5.196666666666666,5.196666666666666
14,2,3911733,0,Return to Base,6.196176163530863,,,
15,1,0,3911757,Service,6.196176163530863,0.0,5.66,5.66
15,2,3911757,0,Return to Base,6.196176163530863,,,
16,1,0,3911666,Service,5.9597227358561575,0.31333333333333346,5.66,5.346666666666667
16,2,3911666,0,Return to Base,5.9597227358561575,,,
17,1,0,3911753,Service,6.196176163530863,0.0,5.66,5.66
17,2,3911753,0,Return to Base,6.196176163530863,,,
18,1,0,3911744,Service,5.962504540887625,0.0,5.343333333333334,5.343333333333334
18,2,3911744,0,Return to Base,5.962504540887625,,,
19,1,0,3911766,Service,6.196176163530863,0.0,5.66,5.66
19,2,3911766,0,Return to Base,6.196176163530863,,,
20,1,0,3911740,Service,5.962504540887625,0.0,5.343333333333334,5.343333333333334
20,2,3911740,0,Return to Base,5.962504540887625,,,
