CD_ORDER,CD_MISSION,NM_PRIORITY,TP_MISSION,DSC_MISSION,UDC,OID_STACKED_UDC,OID_FORKLIFT,FROM_X,FROM_Y,FROM_Z,AREA_FROM,TP_AREA_FROM,DSC_AREA_FROM,BEAM_FROM,AREA_TO,TP_AREA_TO,DSC_AREA_TO,BEAM_TO,TO_X,TO_Y,TO_Z,DT_INSERT,DT_START,DT_UPDATE,DIFF,OID_ORDER_R_BEAM,OID_ORDER,OID_ORDER_R,OID_ARTICLE,OID_BATCH,QTY_TO_PICK,NM_ENTIRE,NM_TOTAL,CD_ARTICLE,DSC_ARTICLE,WEIGHT,HEIGHT,TP_UDC,DT_READY_TO_GO,DIFF_READY_TO_GO,DISTANCE
2562122704,3912603,8,15,CARICO DA MAG AUTO,1,3804201,34,242,416,0,MA-TE-PIC,OUT_AUTO_T,DEPOSITO TERRA USCITA MA,-,M3-BO-13,S_CO,BOX PRONTI CONTAINER,8,194,370,0,9/11/2022 10:56:15 AM,9/11/2022 10:57:11 AM,9/11/2022 10:59:00 AM,2,1385584,1308372,0,0,0,0,1,1,765313,B&W_MARBLE WHITE NATURALE 80X80 RET,1190,1040,1,9/11/2022 10:57:54 AM,1,58
2562121493,3912490,6,60,POSIZIONAMENTO INTERI,1,3804208,95,91,328,0,M0-D88-08,STOCK,PIAZZALE NUOVO,5,M3-BO-241,S_CA,BOX PRONTI CAMION,10,343,434,0,9/11/2022 10:19:00 AM,9/11/2022 10:57:22 AM,9/11/2022 11:03:34 AM,6,1385441,1307055,40284764,1154282,179226,0,11,11,756209,STONES 2.0 ARABESC.WHITE MATTE 80X80 RET,2381,,1,9/11/2022 11:00:35 AM,3,285
2562122719,3912605,8,15,CARICO DA MAG AUTO,1,3804206,34,242,416,0,MA-TE-PIC,OUT_AUTO_T,DEPOSITO TERRA USCITA MA,-,M3-BO-13,S_CO,BOX PRONTI CONTAINER,7,194,372,0,9/11/2022 10:57:58 AM,9/11/2022 10:59:03 AM,9/11/2022 11:00:56 AM,2,1385586,1308390,0,0,0,0,1,1,766415,B&W_MARBLE BREACH HIGH-GLOSSY 40X80 RET,1232,1020,1,9/11/2022 10:59:50 AM,1,56
2562123649,3912604,6,60,POSIZIONAMENTO INTERI,2,3804211,24,156,334,0,M0-D08-02,STOCK,PIAZZALE NUOVO,11,M3-BO-480,S_CA,BOX PRONTI CAMION,15,402,427,0,9/11/2022 10:56:37 AM,9/11/2022 10:59:15 AM,9/11/2022 11:04:16 AM,5,1385531,1309431,40288492,186326,438331,0,11,11,738797,INDUSTRIAL IVORY SOFT 30x60 RET,5573,,1,9/11/2022 11:01:08 AM,2,284
2562122704,3912608,8,15,CARICO DA MAG AUTO,1,3804209,64,242,416,0,MA-TE-PIC,OUT_AUTO_T,DEPOSITO TERRA USCITA MA,-,M3-BO-13,S_CO,BOX PRONTI CONTAINER,8,194,370,0,9/11/2022 10:58:36 AM,9/11/2022 10:59:54 AM,9/11/2022 11:01:55 AM,2,1385587,1308372,0,0,0,0,1,1,748885,BUILDTECH TU MUD NAT 80x80 RET,1190,1020,1,9/11/2022 11:00:52 AM,1,58
2562122269,3912438,6,60,POSIZIONAMENTO INTERI,2,3804236,40,149,441,0,M3-59B-02,STOCK,PIAZZALE LATO NORD,14,M3-BO-11B,S_CO,BOX PRONTI CONTAINER,1,212,368,0,9/11/2022 10:09:54 AM,9/11/2022 11:00:30 AM,9/11/2022 11:15:20 AM,15,1385524,1307908,40286057,188068,438405,0,9,9,742836,STONES 2.0 MARFIL SMOOTH 60X60 RETT,2786,,1,9/11/2022 11:11:16 AM,11,89
2562122704,3912615,8,15,CARICO DA MAG AUTO,1,3804217,64,242,416,0,MA-TE-PIC,OUT_AUTO_T,DEPOSITO TERRA USCITA MA,-,M3-BO-13,S_CO,BOX PRONTI CONTAINER,8,194,370,0,9/11/2022 11:00:55 AM,9/11/2022 11:01:58 AM,9/11/2022 11:04:03 AM,2,1385600,1308372,0,0,0,0,1,1,748885,BUILDTECH TU MUD NAT 80x80 RET,1190,1020,1,9/11/2022 11:03:00 AM,1,58
2562121493,3912614,6,60,POSIZIONAMENTO INTERI,1,3804223,95,91,328,0,M0-D88-08,STOCK,PIAZZALE NUOVO,5,M3-BO-241,S_CA,BOX PRONTI CAMION,10,343,434,0,9/11/2022 11:00:52 AM,9/11/2022 11:03:37 AM,9/11/2022 11:11:40 AM,8,1385441,1307055,40284764,1154282,179226,0,11,11,756209,STONES 2.0 ARABESC.WHITE MATTE 80X80 RET,2381,,1,9/11/2022 11:06:27 AM,3,285
2562123649,3912616,6,60,POSIZIONAMENTO INTERI,2,3804222,24,156,334,0,M0-D08-02,STOCK,PIAZZALE NUOVO,11,M3-BO-480,S_CA,BOX PRONTI CAMION,15,402,427,0,9/11/2022 11:01:11 AM,9/11/2022 11:04:18 AM,9/11/2022 11:08:32 AM,4,1385531,1309431,40288492,186326,438331,0,11,11,738797,INDUSTRIAL IVORY SOFT 30x60 RET,5573,,1,9/11/2022 11:06:15 AM,2,284
2562122704,3912626,8,15,CARICO DA MAG AUTO,1,3804226,34,242,416,0,MA-TE-PIC,OUT_AUTO_T,DEPOSITO TERRA USCITA MA,-,M3-BO-13,S_CO,BOX PRONTI CONTAINER,8,194,370,0,9/11/2022 11:04:53 AM,9/11/2022 11:05:47 AM,9/11/2022 11:08:33 AM,3,1385604,1308372,0,0,0,0,1,1,748885,BUILDTECH TU MUD NAT 80x80 RET,1190,1040,1,9/11/2022 11:07:26 AM,2,58
