CD_MISSION_1,CD_MISSION_2,FROM_X,FROM_Y,TO_X,TO_Y,NM_PRIORITY,DISTANCE
3914812,3911943,1,230,390,393,1,422
3911943,3914812,358,420,246,426,1,422
3914812,3914831,1,230,285,822,1,699
3914831,3914812,236,747,246,426,1,699
3914812,3914819,1,230,246,426,1,278
3914819,3914812,1,230,246,426,1,278
3914812,3914030,1,230,114,193,1,116
3914030,3914812,372,428,246,426,1,116
3914812,3912840,1,230,185,220,1,183
3912840,3914812,378,411,246,426,1,183
3914812,3914824,1,230,246,426,1,278
3914824,3914812,1,230,246,426,1,278
3914812,3914828,1,230,246,426,1,278
3914828,3914812,1,230,246,426,1,278
3914812,3912851,1,230,390,393,1,422
3912851,3914812,366,420,246,426,1,422
3914812,3914836,1,230,246,426,1,278
3914836,3914812,1,230,246,426,1,278
3914812,0,1,230,0,0,1,229
0,3914812,0,0,246,426,1,229
3911943,3914812,358,420,246,426,1,135
3914812,3911943,1,230,390,393,1,135
3911943,3914831,358,420,285,822,1,431
3914831,3911943,236,747,390,393,1,431
3911943,3914819,358,420,246,426,1,135
3914819,3911943,1,230,390,393,1,135
3911943,3914030,358,420,114,193,1,392
3914030,3911943,372,428,390,393,1,392
3911943,3912840,358,420,185,220,1,304
3912840,3911943,378,411,390,393,1,304
3911943,3914824,358,420,246,426,1,135
3914824,3911943,1,230,390,393,1,135
3911943,3914828,358,420,246,426,1,135
3914828,3911943,1,230,390,393,1,135
3911943,3912851,358,420,390,393,1,50
3912851,3911943,366,420,390,393,1,50
3911943,3914836,358,420,246,426,1,135
3914836,3911943,1,230,390,393,1,135
3911943,0,358,420,0,0,1,564
0,3911943,0,0,390,393,1,564
3914831,3914812,236,747,246,426,1,337
3914812,3914831,1,230,285,822,1,337
3914831,3911943,236,747,390,393,1,385
3911943,3914831,358,420,285,822,1,385
3914831,3914819,236,747,246,426,1,337
3914819,3914831,1,230,285,822,1,337
3914831,3914030,236,747,114,193,1,0
3914030,3914831,372,428,285,822,1,0
3914831,3912840,236,747,185,220,1,574
3912840,3914831,378,411,285,822,1,574
3914831,3914824,236,747,246,426,1,337
3914824,3914831,1,230,285,822,1,337
3914831,3914828,236,747,246,426,1,337
3914828,3914831,1,230,285,822,1,337
3914831,3912851,236,747,390,393,1,385
3912851,3914831,366,420,285,822,1,385
3914831,3914836,236,747,246,426,1,337
3914836,3914831,1,230,285,822,1,337
3914831,0,236,747,0,0,1,771
0,3914831,0,0,285,822,1,771
3914819,3914812,1,230,246,426,1,278
3914812,3914819,1,230,246,426,1,278
3914819,3911943,1,230,390,393,1,422
3911943,3914819,358,420,246,426,1,422
3914819,3914831,1,230,285,822,1,699
3914831,3914819,236,747,246,426,1,699
3914819,3914030,1,230,114,193,1,116
3914030,3914819,372,428,246,426,1,116
3914819,3912840,1,230,185,220,1,183
3912840,3914819,378,411,246,426,1,183
3914819,3914824,1,230,246,426,1,278
3914824,3914819,1,230,246,426,1,278
3914819,3914828,1,230,246,426,1,278
3914828,3914819,1,230,246,426,1,278
3914819,3912851,1,230,390,393,1,422
3912851,3914819,366,420,246,426,1,422
3914819,3914836,1,230,246,426,1,278
3914836,3914819,1,230,246,426,1,278
3914819,0,1,230,0,0,1,229
0,3914819,0,0,246,426,1,229
3914030,3914812,372,428,246,426,1,135
3914812,3914030,1,230,114,193,1,135
3914030,3911943,372,428,390,393,1,51
3911943,3914030,358,420,114,193,1,51
3914030,3914831,372,428,285,822,1,423
3914831,3914030,236,747,114,193,1,423
3914030,3914819,372,428,246,426,1,135
3914819,3914030,1,230,114,193,1,135
3914030,3912840,372,428,185,220,1,320
3912840,3914030,378,411,114,193,1,320
3914030,3914824,372,428,246,426,1,135
3914824,3914030,1,230,114,193,1,135
3914030,3914828,372,428,246,426,1,135
3914828,3914030,1,230,114,193,1,135
3914030,3912851,372,428,390,393,1,51
3912851,3914030,366,420,114,193,1,51
3914030,3914836,372,428,246,426,1,135
3914836,3914030,1,230,114,193,1,135
3914030,0,372,428,0,0,1,580
0,3914030,0,0,114,193,1,580
3912840,3914812,378,411,246,426,1,183
3914812,3912840,1,230,185,220,1,183
3912840,3911943,378,411,390,393,1,22
3911943,3912840,358,420,185,220,1,22
3912840,3914831,378,411,285,822,1,442
3914831,3912840,236,747,185,220,1,442
3912840,3914819,378,411,246,426,1,183
3914819,3912840,1,230,185,220,1,183
3912840,3914030,378,411,114,193,1,401
3914030,3912840,372,428,185,220,1,401
3912840,3914824,378,411,246,426,1,183
3914824,3912840,1,230,185,220,1,183
3912840,3914828,378,411,246,426,1,183
3914828,3912840,1,230,185,220,1,183
3912840,3912851,378,411,390,393,1,22
3912851,3912840,366,420,185,220,1,22
3912840,3914836,378,411,246,426,1,183
3914836,3912840,1,230,185,220,1,183
3912840,0,378,411,0,0,1,571
0,3912840,0,0,185,220,1,571
3914824,3914812,1,230,246,426,1,278
3914812,3914824,1,230,246,426,1,278
3914824,3911943,1,230,390,393,1,422
3911943,3914824,358,420,246,426,1,422
3914824,3914831,1,230,285,822,1,699
3914831,3914824,236,747,246,426,1,699
3914824,3914819,1,230,246,426,1,278
3914819,3914824,1,230,246,426,1,278
3914824,3914030,1,230,114,193,1,116
3914030,3914824,372,428,246,426,1,116
3914824,3912840,1,230,185,220,1,183
3912840,3914824,378,411,246,426,1,183
3914824,3914828,1,230,246,426,1,278
3914828,3914824,1,230,246,426,1,278
3914824,3912851,1,230,390,393,1,422
3912851,3914824,366,420,246,426,1,422
3914824,3914836,1,230,246,426,1,278
3914836,3914824,1,230,246,426,1,278
3914824,0,1,230,0,0,1,229
0,3914824,0,0,246,426,1,229
3914828,3914812,1,230,246,426,1,278
3914812,3914828,1,230,246,426,1,278
3914828,3911943,1,230,390,393,1,422
3911943,3914828,358,420,246,426,1,422
3914828,3914831,1,230,285,822,1,699
3914831,3914828,236,747,246,426,1,699
3914828,3914819,1,230,246,426,1,278
3914819,3914828,1,230,246,426,1,278
3914828,3914030,1,230,114,193,1,116
3914030,3914828,372,428,246,426,1,116
3914828,3912840,1,230,185,220,1,183
3912840,3914828,378,411,246,426,1,183
3914828,3914824,1,230,246,426,1,278
3914824,3914828,1,230,246,426,1,278
3914828,3912851,1,230,390,393,1,422
3912851,3914828,366,420,246,426,1,422
3914828,3914836,1,230,246,426,1,278
3914836,3914828,1,230,246,426,1,278
3914828,0,1,230,0,0,1,229
0,3914828,0,0,246,426,1,229
3912851,3914812,366,420,246,426,1,143
3914812,3912851,1,230,390,393,1,143
3912851,3911943,366,420,390,393,1,43
3911943,3912851,358,420,390,393,1,43
3912851,3914831,366,420,285,822,1,431
3914831,3912851,236,747,390,393,1,431
3912851,3914819,366,420,246,426,1,143
3914819,3912851,1,230,390,393,1,143
3912851,3914030,366,420,114,193,1,401
3914030,3912851,372,428,390,393,1,401
3912851,3912840,366,420,185,220,1,312
3912840,3912851,378,411,390,393,1,312
3912851,3914824,366,420,246,426,1,143
3914824,3912851,1,230,390,393,1,143
3912851,3914828,366,420,246,426,1,143
3914828,3912851,1,230,390,393,1,143
3912851,3914836,366,420,246,426,1,143
3914836,3912851,1,230,390,393,1,143
3912851,0,366,420,0,0,1,572
0,3912851,0,0,390,393,1,572
3914836,3914812,1,230,246,426,1,278
3914812,3914836,1,230,246,426,1,278
3914836,3911943,1,230,390,393,1,422
3911943,3914836,358,420,246,426,1,422
3914836,3914831,1,230,285,822,1,699
3914831,3914836,236,747,246,426,1,699
3914836,3914819,1,230,246,426,1,278
3914819,3914836,1,230,246,426,1,278
3914836,3914030,1,230,114,193,1,116
3914030,3914836,372,428,246,426,1,116
3914836,3912840,1,230,185,220,1,183
3912840,3914836,378,411,246,426,1,183
3914836,3914824,1,230,246,426,1,278
3914824,3914836,1,230,246,426,1,278
3914836,3914828,1,230,246,426,1,278
3914828,3914836,1,230,246,426,1,278
3914836,3912851,1,230,390,393,1,422
3912851,3914836,366,420,246,426,1,422
3914836,0,1,230,0,0,1,229
0,3914836,0,0,246,426,1,229
0,3914812,0,0,246,426,1,430
3914812,0,1,230,0,0,1,430
0,3911943,0,0,390,393,1,524
3911943,0,358,420,0,0,1,524
0,3914831,0,0,285,822,1,872
3914831,0,236,747,0,0,1,872
0,3914819,0,0,246,426,1,430
3914819,0,1,230,0,0,1,430
0,3914030,0,0,114,193,1,200
3914030,0,372,428,0,0,1,200
0,3912840,0,0,185,220,1,223
3912840,0,378,411,0,0,1,223
0,3914824,0,0,246,426,1,430
3914824,0,1,230,0,0,1,430
0,3914828,0,0,246,426,1,430
3914828,0,1,230,0,0,1,430
0,3912851,0,0,390,393,1,524
3912851,0,366,420,0,0,1,524
0,3914836,0,0,246,426,1,430
3914836,0,1,230,0,0,1,430
