CD_MISSION_1,CD_MISSION_2,FROM_X,FROM_Y,TO_X,TO_Y,NM_PRIORITY,DISTANCE
3912277,3912299,1,230,246,426,1,278
3912299,3912277,402,426,246,426,1,278
3912277,3912301,1,230,246,426,1,278
3912301,3912277,402,426,246,426,1,278
3912277,3912306,1,230,246,426,1,278
3912306,3912277,402,426,246,426,1,278
3912277,3912340,1,230,246,426,1,278
3912340,3912277,1,230,246,426,1,278
3912277,3912312,1,230,104,204,1,101
3912312,3912277,385,427,246,426,1,101
3912277,3912084,1,230,190,296,1,193
3912084,3912277,1,230,246,426,1,193
3912277,3912347,1,230,246,426,1,278
3912347,3912277,1,230,246,426,1,278
3912277,3912350,1,230,246,426,1,278
3912350,3912277,402,426,246,426,1,278
3912277,3912172,1,230,91,328,1,101
3912172,3912277,402,426,246,426,1,101
3912277,0,1,230,0,0,1,229
0,3912277,0,0,246,426,1,229
3912299,3912277,402,426,246,426,1,282
3912277,3912299,1,230,246,426,1,282
3912299,3912301,402,426,246,426,1,282
3912301,3912299,402,426,246,426,1,282
3912299,3912306,402,426,246,426,1,282
3912306,3912299,402,426,246,426,1,282
3912299,3912340,402,426,246,426,1,282
3912340,3912299,1,230,246,426,1,282
3912299,3912312,402,426,104,204,1,454
3912312,3912299,385,427,246,426,1,454
3912299,3912084,402,426,190,296,1,309
3912084,3912299,1,230,246,426,1,309
3912299,3912347,402,426,246,426,1,282
3912347,3912299,1,230,246,426,1,282
3912299,3912350,402,426,246,426,1,282
3912350,3912299,402,426,246,426,1,282
3912299,3912172,402,426,91,328,1,381
3912172,3912299,402,426,246,426,1,381
3912299,0,402,426,0,0,1,609
0,3912299,0,0,246,426,1,609
3912301,3912277,402,426,246,426,1,282
3912277,3912301,1,230,246,426,1,282
3912301,3912299,402,426,246,426,1,282
3912299,3912301,402,426,246,426,1,282
3912301,3912306,402,426,246,426,1,282
3912306,3912301,402,426,246,426,1,282
3912301,3912340,402,426,246,426,1,282
3912340,3912301,1,230,246,426,1,282
3912301,3912312,402,426,104,204,1,454
3912312,3912301,385,427,246,426,1,454
3912301,3912084,402,426,190,296,1,309
3912084,3912301,1,230,246,426,1,309
3912301,3912347,402,426,246,426,1,282
3912347,3912301,1,230,246,426,1,282
3912301,3912350,402,426,246,426,1,282
3912350,3912301,402,426,246,426,1,282
3912301,3912172,402,426,91,328,1,381
3912172,3912301,402,426,246,426,1,381
3912301,0,402,426,0,0,1,609
0,3912301,0,0,246,426,1,609
3912306,3912277,402,426,246,426,1,282
3912277,3912306,1,230,246,426,1,282
3912306,3912299,402,426,246,426,1,282
3912299,3912306,402,426,246,426,1,282
3912306,3912301,402,426,246,426,1,282
3912301,3912306,402,426,246,426,1,282
3912306,3912340,402,426,246,426,1,282
3912340,3912306,1,230,246,426,1,282
3912306,3912312,402,426,104,204,1,454
3912312,3912306,385,427,246,426,1,454
3912306,3912084,402,426,190,296,1,309
3912084,3912306,1,230,246,426,1,309
3912306,3912347,402,426,246,426,1,282
3912347,3912306,1,230,246,426,1,282
3912306,3912350,402,426,246,426,1,282
3912350,3912306,402,426,246,426,1,282
3912306,3912172,402,426,91,328,1,381
3912172,3912306,402,426,246,426,1,381
3912306,0,402,426,0,0,1,609
0,3912306,0,0,246,426,1,609
3912340,3912277,1,230,246,426,1,278
3912277,3912340,1,230,246,426,1,278
3912340,3912299,1,230,246,426,1,278
3912299,3912340,402,426,246,426,1,278
3912340,3912301,1,230,246,426,1,278
3912301,3912340,402,426,246,426,1,278
3912340,3912306,1,230,246,426,1,278
3912306,3912340,402,426,246,426,1,278
3912340,3912312,1,230,104,204,1,101
3912312,3912340,385,427,246,426,1,101
3912340,3912084,1,230,190,296,1,193
3912084,3912340,1,230,246,426,1,193
3912340,3912347,1,230,246,426,1,278
3912347,3912340,1,230,246,426,1,278
3912340,3912350,1,230,246,426,1,278
3912350,3912340,402,426,246,426,1,278
3912340,3912172,1,230,91,328,1,101
3912172,3912340,402,426,246,426,1,101
3912340,0,1,230,0,0,1,229
0,3912340,0,0,246,426,1,229
3912312,3912277,385,427,246,426,1,210
3912277,3912312,1,230,104,204,1,210
3912312,3912299,385,427,246,426,1,210
3912299,3912312,402,426,104,204,1,210
3912312,3912301,385,427,246,426,1,210
3912301,3912312,402,426,104,204,1,210
3912312,3912306,385,427,246,426,1,210
3912306,3912312,402,426,104,204,1,210
3912312,3912340,385,427,246,426,1,210
3912340,3912312,1,230,104,204,1,210
3912312,3912084,385,427,190,296,1,297
3912084,3912312,1,230,104,204,1,297
3912312,3912347,385,427,246,426,1,210
3912347,3912312,1,230,104,204,1,210
3912312,3912350,385,427,246,426,1,210
3912350,3912312,402,426,104,204,1,210
3912312,3912172,385,427,91,328,1,369
3912172,3912312,402,426,104,204,1,369
3912312,0,385,427,0,0,1,597
0,3912312,0,0,104,204,1,597
3912084,3912277,1,230,246,426,1,278
3912277,3912084,1,230,190,296,1,278
3912084,3912299,1,230,246,426,1,278
3912299,3912084,402,426,190,296,1,278
3912084,3912301,1,230,246,426,1,278
3912301,3912084,402,426,190,296,1,278
3912084,3912306,1,230,246,426,1,278
3912306,3912084,402,426,190,296,1,278
3912084,3912340,1,230,246,426,1,278
3912340,3912084,1,230,190,296,1,278
3912084,3912312,1,230,104,204,1,101
3912312,3912084,385,427,190,296,1,101
3912084,3912347,1,230,246,426,1,278
3912347,3912084,1,230,190,296,1,278
3912084,3912350,1,230,246,426,1,278
3912350,3912084,402,426,190,296,1,278
3912084,3912172,1,230,91,328,1,101
3912172,3912084,402,426,190,296,1,101
3912084,0,1,230,0,0,1,229
0,3912084,0,0,190,296,1,229
3912347,3912277,1,230,246,426,1,278
3912277,3912347,1,230,246,426,1,278
3912347,3912299,1,230,246,426,1,278
3912299,3912347,402,426,246,426,1,278
3912347,3912301,1,230,246,426,1,278
3912301,3912347,402,426,246,426,1,278
3912347,3912306,1,230,246,426,1,278
3912306,3912347,402,426,246,426,1,278
3912347,3912340,1,230,246,426,1,278
3912340,3912347,1,230,246,426,1,278
3912347,3912312,1,230,104,204,1,101
3912312,3912347,385,427,246,426,1,101
3912347,3912084,1,230,190,296,1,193
3912084,3912347,1,230,246,426,1,193
3912347,3912350,1,230,246,426,1,278
3912350,3912347,402,426,246,426,1,278
3912347,3912172,1,230,91,328,1,101
3912172,3912347,402,426,246,426,1,101
3912347,0,1,230,0,0,1,229
0,3912347,0,0,246,426,1,229
3912350,3912277,402,426,246,426,1,282
3912277,3912350,1,230,246,426,1,282
3912350,3912299,402,426,246,426,1,282
3912299,3912350,402,426,246,426,1,282
3912350,3912301,402,426,246,426,1,282
3912301,3912350,402,426,246,426,1,282
3912350,3912306,402,426,246,426,1,282
3912306,3912350,402,426,246,426,1,282
3912350,3912340,402,426,246,426,1,282
3912340,3912350,1,230,246,426,1,282
3912350,3912312,402,426,104,204,1,454
3912312,3912350,385,427,246,426,1,454
3912350,3912084,402,426,190,296,1,309
3912084,3912350,1,230,246,426,1,309
3912350,3912347,402,426,246,426,1,282
3912347,3912350,1,230,246,426,1,282
3912350,3912172,402,426,91,328,1,381
3912172,3912350,402,426,246,426,1,381
3912350,0,402,426,0,0,1,609
0,3912350,0,0,246,426,1,609
3912172,3912277,402,426,246,426,1,282
3912277,3912172,1,230,91,328,1,282
3912172,3912299,402,426,246,426,1,282
3912299,3912172,402,426,91,328,1,282
3912172,3912301,402,426,246,426,1,282
3912301,3912172,402,426,91,328,1,282
3912172,3912306,402,426,246,426,1,282
3912306,3912172,402,426,91,328,1,282
3912172,3912340,402,426,246,426,1,282
3912340,3912172,1,230,91,328,1,282
3912172,3912312,402,426,104,204,1,454
3912312,3912172,385,427,91,328,1,454
3912172,3912084,402,426,190,296,1,309
3912084,3912172,1,230,91,328,1,309
3912172,3912347,402,426,246,426,1,282
3912347,3912172,1,230,91,328,1,282
3912172,3912350,402,426,246,426,1,282
3912350,3912172,402,426,91,328,1,282
3912172,0,402,426,0,0,1,609
0,3912172,0,0,91,328,1,609
0,3912277,0,0,246,426,1,430
3912277,0,1,230,0,0,1,430
0,3912299,0,0,246,426,1,430
3912299,0,402,426,0,0,1,430
0,3912301,0,0,246,426,1,430
3912301,0,402,426,0,0,1,430
0,3912306,0,0,246,426,1,430
3912306,0,402,426,0,0,1,430
0,3912340,0,0,246,426,1,430
3912340,0,1,230,0,0,1,430
0,3912312,0,0,104,204,1,208
3912312,0,385,427,0,0,1,208
0,3912084,0,0,190,296,1,299
3912084,0,1,230,0,0,1,299
0,3912347,0,0,246,426,1,430
3912347,0,1,230,0,0,1,430
0,3912350,0,0,246,426,1,430
