CD_MISSION_1,CD_MISSION_2,FROM_X,FROM_Y,TO_X,TO_Y,NM_PRIORITY,DISTANCE
3911929,3912481,359,420,390,393,1,49
3912481,3911929,358,420,394,401,1,49
3911929,3911938,359,420,216,220,1,294
3911938,3911929,354,421,394,401,1,294
3911929,3914746,359,420,322,349,1,0
3914746,3911929,407,431,394,401,1,0
3911929,3914013,359,420,133,187,1,374
3914013,3911929,382,424,394,401,1,374
3911929,3914760,359,420,246,426,1,136
3914760,3911929,1,230,394,401,1,136
3911929,3914672,359,420,236,746,1,336
3914672,3911929,210,724,394,401,1,336
3911929,3911902,359,420,213,220,1,294
3911902,3911929,196,388,394,401,1,294
3911929,3914761,359,420,322,349,1,0
3914761,3911929,407,431,394,401,1,0
3911929,3914042,359,420,114,188,1,392
3914042,3911929,372,428,394,401,1,392
3911929,0,359,420,0,0,1,563
0,3911929,0,0,394,401,1,563
3912481,3911929,358,420,394,401,1,55
3911929,3912481,359,420,390,393,1,55
3912481,3911938,358,420,216,220,1,295
3911938,3912481,354,421,390,393,1,295
3912481,3914746,358,420,322,349,1,0
3914746,3912481,407,431,390,393,1,0
3912481,3914013,358,420,133,187,1,375
3914013,3912481,382,424,390,393,1,375
3912481,3914760,358,420,246,426,1,135
3914760,3912481,1,230,390,393,1,135
3912481,3914672,358,420,236,746,1,335
3914672,3912481,210,724,390,393,1,335
3912481,3911902,358,420,213,220,1,295
3911902,3912481,196,388,390,393,1,295
3912481,3914761,358,420,322,349,1,0
3914761,3912481,407,431,390,393,1,0
3912481,3914042,358,420,114,188,1,393
3914042,3912481,372,428,390,393,1,393
3912481,0,358,420,0,0,1,564
0,3912481,0,0,390,393,1,564
3911938,3911929,354,421,394,401,1,66
3911929,3911938,359,420,216,220,1,66
3911938,3912481,354,421,390,393,1,61
3912481,3911938,358,420,216,220,1,61
3911938,3914746,354,421,322,349,1,0
3914746,3911938,407,431,216,220,1,0
3911938,3914013,354,421,133,187,1,365
3914013,3911938,382,424,216,220,1,365
