CD_MISSION_1,CD_MISSION_2,FROM_X,FROM_Y,TO_X,TO_Y,NM_PRIORITY,DISTANCE
3911668,3911908,194,373,100,338,1,104
3911908,3911668,194,373,100,338,1,104
3911668,3911667,194,373,182,288,1,90
3911667,3911668,194,373,100,338,1,90
3911668,3911987,194,373,246,426,1,59
3911987,3911668,241,369,100,338,1,59
3911668,3911941,194,373,390,394,1,202
3911941,3911668,376,419,100,338,1,202
3911668,3911930,194,373,390,393,1,203
3911930,3911668,359,420,100,338,1,203
3911668,3911660,194,373,115,454,1,186
3911660,3911668,398,436,100,338,1,186
3911668,3912104,194,373,115,454,1,186
3912104,3911668,398,436,100,338,1,186
3911668,3912122,194,373,246,426,1,59
3912122,3911668,1,230,100,338,1,59
3911668,3912132,194,373,246,426,1,59
3912132,3911668,1,230,100,338,1,59
3911668,0,194,373,0,0,1,386
0,3911668,0,0,100,338,1,386
3911908,3911668,194,373,100,338,1,104
3911668,3911908,194,373,100,338,1,104
3911908,3911667,194,373,182,288,1,90
3911667,3911908,194,373,100,338,1,90
3911908,3911987,194,373,246,426,1,59
3911987,3911908,241,369,100,338,1,59
3911908,3911941,194,373,390,394,1,202
3911941,3911908,376,419,100,338,1,202
3911908,3911930,194,373,390,393,1,203
3911930,3911908,359,420,100,338,1,203
3911908,3911660,194,373,115,454,1,186
3911660,3911908,398,436,100,338,1,186
3911908,3912104,194,373,115,454,1,186
3912104,3911908,398,436,100,338,1,186
3911908,3912122,194,373,246,426,1,59
3912122,3911908,1,230,100,338,1,59
3911908,3912132,194,373,246,426,1,59
3912132,3911908,1,230,100,338,1,59
3911908,0,194,373,0,0,1,386
0,3911908,0,0,100,338,1,386
3911667,3911668,194,373,100,338,1,104
3911668,3911667,194,373,182,288,1,104
3911667,3911908,194,373,100,338,1,104
3911908,3911667,194,373,182,288,1,104
3911667,3911987,194,373,246,426,1,59
3911987,3911667,241,369,182,288,1,59
3911667,3911941,194,373,390,394,1,202
3911941,3911667,376,419,182,288,1,202
3911667,3911930,194,373,390,393,1,203
3911930,3911667,359,420,182,288,1,203
3911667,3911660,194,373,115,454,1,186
3911660,3911667,398,436,182,288,1,186
3911667,3912104,194,373,115,454,1,186
3912104,3911667,398,436,182,288,1,186
3911667,3912122,194,373,246,426,1,59
3912122,3911667,1,230,182,288,1,59
3911667,3912132,194,373,246,426,1,59
3912132,3911667,1,230,182,288,1,59
3911667,0,194,373,0,0,1,386
0,3911667,0,0,182,288,1,386
3911987,3911668,241,369,100,338,1,143
3911668,3911987,194,373,246,426,1,143
3911987,3911908,241,369,100,338,1,143
3911908,3911987,194,373,246,426,1,143
3911987,3911667,241,369,182,288,1,112
3911667,3911987,194,373,246,426,1,112
3911987,3911941,241,369,390,394,1,189
3911941,3911987,376,419,246,426,1,189
3911987,3911930,241,369,390,393,1,189
3911930,3911987,359,420,246,426,1,189
3911987,3911660,241,369,115,454,1,162
3911660,3911987,398,436,246,426,1,162
3911987,3912104,241,369,115,454,1,162
3912104,3911987,398,436,246,426,1,162
3911987,3912122,241,369,246,426,1,75
3912122,3911987,1,230,246,426,1,75
3911987,3912132,241,369,246,426,1,75
3912132,3911987,1,230,246,426,1,75
3911987,0,241,369,0,0,1,409
0,3911987,0,0,246,426,1,409
3911941,3911668,376,419,100,338,1,323
3911668,3911941,194,373,390,394,1,323
3911941,3911908,376,419,100,338,1,323
3911908,3911941,194,373,390,394,1,323
3911941,3911667,376,419,182,288,1,289
3911667,3911941,194,373,390,394,1,289
3911941,3911987,376,419,246,426,1,191
3911987,3911941,241,369,390,394,1,191
3911941,3911930,376,419,390,393,1,30
3911930,3911941,359,420,390,394,1,30
3911941,3911660,376,419,115,454,1,0
3911660,3911941,398,436,390,394,1,0
3911941,3912104,376,419,115,454,1,0
3912104,3911941,398,436,390,394,1,0
3911941,3912122,376,419,246,426,1,191
3912122,3911941,1,230,390,394,1,191
3911941,3912132,376,419,246,426,1,191
3912132,3911941,1,230,390,394,1,191
3911941,0,376,419,0,0,1,579
0,3911941,0,0,390,394,1,579
3911930,3911668,359,420,100,338,1,305
3911668,3911930,194,373,390,393,1,305
3911930,3911908,359,420,100,338,1,305
3911908,3911930,194,373,390,393,1,305
3911930,3911667,359,420,182,288,1,271
