CD_MISSION_1,CD_MISSION_2,FROM_X,FROM_Y,TO_X,TO_Y,NM_PRIORITY,DISTANCE
3912361,3912367,1,230,246,426,1,278
3912367,3912361,1,230,246,426,1,278
3912361,3912455,1,230,103,193,1,100
3912455,3912361,356,403,246,426,1,100
3912361,3912510,1,230,156,334,1,204
3912510,3912361,402,427,246,426,1,204
3912361,3912513,1,230,242,416,1,274
3912513,3912361,1,230,246,426,1,274
3912361,3912525,1,230,242,416,1,274
3912525,3912361,1,230,246,426,1,274
3912361,3912458,1,230,110,170,1,0
3912458,3912361,362,408,246,426,1,0
3912361,3912526,1,230,242,416,1,274
3912526,3912361,1,230,246,426,1,274
3912361,3912461,1,230,390,394,1,421
3912461,3912361,356,403,246,426,1,421
3912361,3912493,1,230,390,394,1,421
3912493,3912361,356,412,246,426,1,421
3912361,0,1,230,0,0,1,229
0,3912361,0,0,246,426,1,229
3912367,3912361,1,230,246,426,1,278
3912361,3912367,1,230,246,426,1,278
3912367,3912455,1,230,103,193,1,100
3912455,3912367,356,403,246,426,1,100
3912367,3912510,1,230,156,334,1,204
3912510,3912367,402,427,246,426,1,204
3912367,3912513,1,230,242,416,1,274
3912513,3912367,1,230,246,426,1,274
3912367,3912525,1,230,242,416,1,274
3912525,3912367,1,230,246,426,1,274
3912367,3912458,1,230,110,170,1,0
3912458,3912367,362,408,246,426,1,0
3912367,3912526,1,230,242,416,1,274
3912526,3912367,1,230,246,426,1,274
3912367,3912461,1,230,390,394,1,421
3912461,3912367,356,403,246,426,1,421
3912367,3912493,1,230,390,394,1,421
3912493,3912367,356,412,246,426,1,421
3912367,0,1,230,0,0,1,229
0,3912367,0,0,246,426,1,229
3912455,3912361,356,403,246,426,1,151
3912361,3912455,1,230,103,193,1,151
3912455,3912367,356,403,246,426,1,151
3912367,3912455,1,230,103,193,1,151
3912455,3912510,356,403,156,334,1,244
3912510,3912455,402,427,103,193,1,244
3912455,3912513,356,403,242,416,1,125
3912513,3912455,1,230,103,193,1,125
3912455,3912525,356,403,242,416,1,125
3912525,3912455,1,230,103,193,1,125
3912455,3912458,356,403,110,170,1,0
3912458,3912455,362,408,103,193,1,0
3912455,3912526,356,403,242,416,1,125
3912526,3912455,1,230,103,193,1,125
3912455,3912461,356,403,390,394,1,33
3912461,3912455,356,403,103,193,1,33
3912455,3912493,356,403,390,394,1,33
3912493,3912455,356,412,103,193,1,33
3912455,0,356,403,0,0,1,548
0,3912455,0,0,103,193,1,548
3912510,3912361,402,427,246,426,1,283
3912361,3912510,1,230,156,334,1,283
3912510,3912367,402,427,246,426,1,283
3912367,3912510,1,230,156,334,1,283
3912510,3912455,402,427,103,193,1,465
3912455,3912510,356,403,156,334,1,465
3912510,3912513,402,427,242,416,1,193
3912513,3912510,1,230,156,334,1,193
3912510,3912525,402,427,242,416,1,193
3912525,3912510,1,230,156,334,1,193
3912510,3912458,402,427,110,170,1,0
3912458,3912510,362,408,156,334,1,0
3912510,3912526,402,427,242,416,1,193
3912526,3912510,1,230,156,334,1,193
3912510,3912461,402,427,390,394,1,44
3912461,3912510,356,403,156,334,1,44
3912510,3912493,402,427,390,394,1,44
3912493,3912510,356,412,156,334,1,44
3912510,0,402,427,0,0,1,610
0,3912510,0,0,156,334,1,610
3912513,3912361,1,230,246,426,1,278
3912361,3912513,1,230,242,416,1,278
3912513,3912367,1,230,246,426,1,278
3912367,3912513,1,230,242,416,1,278
3912513,3912455,1,230,103,193,1,100
3912455,3912513,356,403,242,416,1,100
3912513,3912510,1,230,156,334,1,204
3912510,3912513,402,427,242,416,1,204
3912513,3912525,1,230,242,416,1,274
3912525,3912513,1,230,242,416,1,274
3912513,3912458,1,230,110,170,1,0
3912458,3912513,362,408,242,416,1,0
3912513,3912526,1,230,242,416,1,274
3912526,3912513,1,230,242,416,1,274
3912513,3912461,1,230,390,394,1,421
3912461,3912513,356,403,242,416,1,421
3912513,3912493,1,230,390,394,1,421
3912493,3912513,356,412,242,416,1,421
3912513,0,1,230,0,0,1,229
0,3912513,0,0,242,416,1,229
3912525,3912361,1,230,246,426,1,278
3912361,3912525,1,230,242,416,1,278
3912525,3912367,1,230,246,426,1,278
3912367,3912525,1,230,242,416,1,278
3912525,3912455,1,230,103,193,1,100
3912455,3912525,356,403,242,416,1,100
3912525,3912510,1,230,156,334,1,204
3912510,3912525,402,427,242,416,1,204
3912525,3912513,1,230,242,416,1,274
3912513,3912525,1,230,242,416,1,274
3912525,3912458,1,230,110,170,1,0
3912458,3912525,362,408,242,416,1,0
3912525,3912526,1,230,242,416,1,274
3912526,3912525,1,230,242,416,1,274
3912525,3912461,1,230,390,394,1,421
3912461,3912525,356,403,242,416,1,421
3912525,3912493,1,230,390,394,1,421
3912493,3912525,356,412,242,416,1,421
3912525,0,1,230,0,0,1,229
0,3912525,0,0,242,416,1,229
3912458,3912361,362,408,246,426,1,148
3912361,3912458,1,230,110,170,1,148
3912458,3912367,362,408,246,426,1,148
3912367,3912458,1,230,110,170,1,148
3912458,3912455,362,408,103,193,1,403
3912455,3912458,356,403,110,170,1,403
3912458,3912510,362,408,156,334,1,247
3912510,3912458,402,427,110,170,1,247
3912458,3912513,362,408,242,416,1,130
3912513,3912458,1,230,110,170,1,130
3912458,3912525,362,408,242,416,1,130
3912525,3912458,1,230,110,170,1,130
3912458,3912526,362,408,242,416,1,130
3912526,3912458,1,230,110,170,1,130
3912458,3912461,362,408,390,394,1,36
3912461,3912458,356,403,110,170,1,36
3912458,3912493,362,408,390,394,1,36
3912493,3912458,356,412,110,170,1,36
3912458,0,362,408,0,0,1,551
0,3912458,0,0,110,170,1,551
3912526,3912361,1,230,246,426,1,278
3912361,3912526,1,230,242,416,1,278
3912526,3912367,1,230,246,426,1,278
3912367,3912526,1,230,242,416,1,278
3912526,3912455,1,230,103,193,1,100
3912455,3912526,356,403,242,416,1,100
3912526,3912510,1,230,156,334,1,204
3912510,3912526,402,427,242,416,1,204
3912526,3912513,1,230,242,416,1,274
3912513,3912526,1,230,242,416,1,274
3912526,3912525,1,230,242,416,1,274
3912525,3912526,1,230,242,416,1,274
3912526,3912458,1,230,110,170,1,0
3912458,3912526,362,408,242,416,1,0
3912526,3912461,1,230,390,394,1,421
3912461,3912526,356,403,242,416,1,421
3912526,3912493,1,230,390,394,1,421
3912493,3912526,356,412,242,416,1,421
3912526,0,1,230,0,0,1,229
0,3912526,0,0,242,416,1,229
3912461,3912361,356,403,246,426,1,151
3912361,3912461,1,230,390,394,1,151
3912461,3912367,356,403,246,426,1,151
3912367,3912461,1,230,390,394,1,151
3912461,3912455,356,403,103,193,1,400
3912455,3912461,356,403,390,394,1,400
3912461,3912510,356,403,156,334,1,244
3912510,3912461,402,427,390,394,1,244
3912461,3912513,356,403,242,416,1,125
3912513,3912461,1,230,390,394,1,125
3912461,3912525,356,403,242,416,1,125
3912525,3912461,1,230,390,394,1,125
3912461,3912458,356,403,110,170,1,0
3912458,3912461,362,408,390,394,1,0
3912461,3912526,356,403,242,416,1,125
3912526,3912461,1,230,390,394,1,125
3912461,3912493,356,403,390,394,1,33
3912493,3912461,356,412,390,394,1,33
3912461,0,356,403,0,0,1,548
0,3912461,0,0,390,394,1,548
3912493,3912361,356,412,246,426,1,143
3912361,3912493,1,230,390,394,1,143
3912493,3912367,356,412,246,426,1,143
3912367,3912493,1,230,390,394,1,143
3912493,3912455,356,412,103,193,1,408
3912455,3912493,356,403,390,394,1,408
3912493,3912510,356,412,156,334,1,252
3912510,3912493,402,427,390,394,1,252
3912493,3912513,356,412,242,416,1,133
3912513,3912493,1,230,390,394,1,133
3912493,3912525,356,412,242,416,1,133
3912525,3912493,1,230,390,394,1,133
3912493,3912458,356,412,110,170,1,0
3912458,3912493,362,408,390,394,1,0
3912493,3912526,356,412,242,416,1,133
3912526,3912493,1,230,390,394,1,133
3912493,3912461,356,412,390,394,1,41
3912461,3912493,356,403,390,394,1,41
3912493,0,356,412,0,0,1,556
0,3912493,0,0,390,394,1,556
0,3912361,0,0,246,426,1,430
3912361,0,1,230,0,0,1,430
0,3912367,0,0,246,426,1,430
3912367,0,1,230,0,0,1,430
0,3912455,0,0,103,193,1,194
3912455,0,356,403,0,0,1,194
0,3912510,0,0,156,334,1,337
3912510,0,402,427,0,0,1,337
0,3912513,0,0,242,416,1,421
3912513,0,1,230,0,0,1,421
0,3912525,0,0,242,416,1,421
3912525,0,1,230,0,0,1,421
0,3912458,0,0,110,170,1,0
3912458,0,362,408,0,0,1,0
0,3912526,0,0,242,416,1,421
3912526,0,1,230,0,0,1,421
0,3912461,0,0,390,394,1,524
3912461,0,356,403,0,0,1,524
0,3912493,0,0,390,394,1,524
3912493,0,356,412,0,0,1,524
