CD_ORDER,CD_MISSION,NM_PRIORITY,TP_MISSION,DSC_MISSION,UDC,OID_STACKED_UDC,OID_FORKLIFT,FROM_X,FROM_Y,FROM_Z,AREA_FROM,TP_AREA_FROM,DSC_AREA_FROM,BEAM_FROM,AREA_TO,TP_AREA_TO,DSC_AREA_TO,BEAM_TO,TO_X,TO_Y,TO_Z,DT_INSERT,DT_START,DT_UPDATE,DIFF,OID_ORDER_R_BEAM,OID_ORDER,OID_ORDER_R,OID_ARTICLE,OID_BATCH,QTY_TO_PICK,NM_ENTIRE,NM_TOTAL,CD_ARTICLE,DSC_ARTICLE,WEIGHT,HEIGHT,TP_UDC,DT_READY_TO_GO,DIFF_READY_TO_GO,DISTANCE
2562116980,"3,877,269",8,15,CARICO DA MAG AUTO,1,"3,770,684",44,242,416,0,MA-TE-PIC,OUT_AUTO_T,DEPOSITO TERRA USCITA MA,-,0000000000,STOCK,0000000000,-,1,230,4,10/24/2022 08:37:18,10/24/2022 08:38:42,10/24/2022 08:41:28,3,"1,376,926","1,302,043",0,0,0,0,1,1,752804,STONES 2.0 SAHA.NOIR GLOSSY 6MM 60X120 R,626,620,1,10/24/2022 08:40:41,2,363
2562117507,"3,879,746",8,15,CARICO DA MAG AUTO,1,"3,772,898",44,242,416,0,MA-TE-PIC,OUT_AUTO_T,DEPOSITO TERRA USCITA MA,-,0000000000,STOCK,0000000000,-,1,230,4,10/25/2022 05:21:47,10/25/2022 05:22:25,10/25/2022 05:26:01,4,"1,377,676","1,302,666",0,0,0,0,1,1,768341,SENSI GREY LITHOS 40X80 RETT,307,620,1,10/25/2022 05:24:47,2,363
2562118346,"3,883,671",8,15,CARICO DA MAG AUTO,1,"3,776,789",34,242,416,0,MA-TE-PIC,OUT_AUTO_T,DEPOSITO TERRA USCITA MA,-,0000000000,STOCK,0000000000,-,1,230,4,10/26/2022 08:29:36,10/26/2022 08:30:51,10/26/2022 08:32:32,2,"1,379,118","1,303,534",0,0,0,0,1,1,775054,HERITAGE LUXE FLAME GLOSS.9MM 60X120 RET,444,540,1,10/26/2022 08:31:41,1,363
2562118500,"3,883,771",8,15,CARICO DA MAG AUTO,1,"3,776,899",44,242,416,0,MA-TE-PIC,OUT_AUTO_T,DEPOSITO TERRA USCITA MA,-,0000000000,STOCK,0000000000,-,1,230,4,10/26/2022 09:01:17,10/26/2022 09:02:11,10/26/2022 09:03:31,1,"1,379,152","1,303,689",0,0,0,0,1,1,748358,PIETRE/3 LIMESTONE WHITE STR. 40x80 RET,396,620,1,10/26/2022 09:02:43,1,363
2562117549,"3,887,287",8,15,CARICO DA MAG AUTO,1,"3,780,188",44,242,416,0,MA-TE-PIC,OUT_AUTO_T,DEPOSITO TERRA USCITA MA,-,0000000000,STOCK,0000000000,-,1,230,4,10/27/2022 10:54:21,10/27/2022 10:55:08,10/27/2022 10:56:33,1,"1,380,293","1,302,957",0,0,0,0,1,1,755748,"MATIÈRES DE REX SABLE STR 20MM 20,2x30,4",461,620,1,10/27/2022 10:55:38,0,363
2562119345,"3,887,939",8,15,CARICO DA MAG AUTO,1,"3,780,839",44,242,416,0,MA-TE-PIC,OUT_AUTO_T,DEPOSITO TERRA USCITA MA,-,0000000000,STOCK,0000000000,-,1,230,4,10/27/2022 15:24:00,10/27/2022 15:25:26,10/27/2022 15:28:26,3,"1,380,490","1,304,653",0,0,0,0,1,1,753296,I CLASSICI CAL.GOLD MATTE 60x120 RET,570,620,1,10/27/2022 15:26:27,1,363
2562119229,"3,890,284",8,15,CARICO DA MAG AUTO,1,"3,782,952",44,242,416,0,MA-TE-PIC,OUT_AUTO_T,DEPOSITO TERRA USCITA MA,-,0000000000,STOCK,0000000000,-,1,230,4,10/28/2022 12:14:51,10/28/2022 12:17:44,10/28/2022 12:19:52,2,"1,381,204","1,304,518",0,0,0,0,1,1,766931,ROCK SALT DANISH SMOKE NAT 6MM 60X120R,469,620,1,10/28/2022 12:18:45,1,363
