Operator_ID,Sequence_Rank,From_Node,To_Node,Activity_Type,Travel_Time,Start_Service,Finish_Service,Processing_Time
1,1,0,3895955,Service,10.0,10.0,20.619999999999997,10.619999999999997
1,2,3895955,3895965,Service,10.53581146134204,31.155811461342033,41.77581146134203,10.619999999999997
1,3,3895965,0,Return to Base,10.0,,,
2,1,0,3879956,Service,11.4762722033851,11.476272203385093,22.026272203385094,10.55
2,2,3879956,0,Return to Base,11.4762722033851,,,
3,1,0,3895944,Service,10.0,10.0,20.619999999999997,10.619999999999997
3,2,3895944,3887697,Service,10.479997767452245,31.09999776745223,41.67999776745223,10.579999999999998
3,3,3887697,0,Return to Base,10.0,,,
4,1,0,3894334,Service,10.0,10.0,20.633333333333333,10.633333333333333
4,2,3894334,3895910,Service,10.457672289896326,31.091005623229655,41.71100562322965,10.619999999999997
4,3,3895910,0,Return to Base,10.0,,,
