Operator_ID,Sequence_Rank,From_Node,To_Node,Activity_Type,Travel_Time,Start_Service,Finish_Service,Processing_Time
1,1,0,3882199,Service,10.521858037869592,10.521858037869606,20.521858037869606,10.0
1,2,3882199,3888332,Service,11.049297445128161,31.584299567662978,42.83763290099631,11.253333333333334
1,3,3888332,0,Return to Base,10.544183515425509,,,
2,1,0,3884774,Service,10.521858037869592,10.521858037869606,20.585699654174228,10.063841616304622
2,2,3884774,3887037,Service,11.038134706350203,32.78774470816414,42.85158632446876,10.063841616304622
2,3,3887037,0,Return to Base,10.53023009195306,,,
3,1,0,3890084,Service,10.544183515425509,10.544183515425516,21.841358465063472,11.297174949637956
3,2,3890084,3891448,Service,11.010227859405305,32.85158632446876,42.85158632446876,10.0
3,3,3891448,0,Return to Base,10.53023009195306,,,
4,1,0,3873530,Service,10.54976488481449,10.549764884814493,21.85027316778578,11.300508282971286
4,2,3873530,0,Return to Base,10.54976488481449,,,
