Operator,Task,Start,Finish,Successor
1,3895050,11.347900707438555,22.167900707438555,3895269
1,3895050,11.347900707438555,22.167900707438555,3895282
1,3895282,32.81198275569528,43.49864942236195,0
1,3895269,32.811982755695304,43.49864942236197,0
2,3895121,11.347900707438555,22.08123404077189,3895103
2,3895103,32.764951790921906,43.49828512425524,0
3,3895028,11.347900707438555,22.167900707438555,0
4,3895060,11.347900707438555,22.167900707438555,3895269
4,3895060,11.347900707438555,22.167900707438555,3895282
4,3895282,32.81198275569528,43.49864942236195,0
4,3895269,32.811982755695304,43.49864942236197,0
5,3895258,11.347900707438555,22.034567374105222,3895139
5,3895139,32.67921553853236,43.412548871865695,0
