Operator_ID,Sequence_Rank,From_Node,To_Node,Activity_Type,Travel_Time,Start_Service,Finish_Service,Processing_Time
1,1,0,3871931,Service,11.174878256380202,11.174878256380197,22.384878256380198,11.21
1,2,3871931,3890163,Service,10.764647606290204,33.1495258626704,44.3595258626704,11.21
1,3,3890163,3885644,Service,10.764647606290204,55.124173468960606,66.33417346896061,11.210000000000008
1,4,3885644,0,Return to Base,11.174878256380202,,,
2,1,0,3878237,Service,11.174878256380202,11.174878256380197,22.384878256380198,11.21
2,2,3878237,3890274,Service,10.764647606290204,33.1495258626704,44.3595258626704,11.21
2,3,3890274,3883392,Service,10.764647606290204,55.124173468960606,66.33417346896061,11.210000000000008
2,4,3883392,0,Return to Base,11.174878256380202,,,
3,1,0,3894221,Service,11.174878256380202,11.174878256380197,22.384878256380198,11.21
3,2,3894221,3885327,Service,10.764647606290204,33.1495258626704,44.3595258626704,11.21
3,3,3885327,0,Return to Base,11.174878256380202,,,
