Operator_ID,Sequence_Rank,From_Node,To_Node,Activity_Type,Travel_Time,Start_Service,Finish_Service,Processing_Time
1,1,0,3880004,Service,10.923716633876122,10.923716633876126,21.413716633876128,10.490000000000002
1,2,3880004,3886531,Service,10.41581201947898,31.8295286533551,42.399528653355105,10.570000000000004
1,3,3886531,3880055,Service,10.41581201947898,52.81534067283407,63.30534067283407,10.490000000000002
1,4,3880055,0,Return to Base,10.923716633876122,,,
2,1,0,3886546,Service,10.929298003265101,10.929298003265103,21.499298003265103,10.57
2,2,3886546,3886522,Service,10.41023065009,31.909528653355096,42.479528653355096,10.57
2,3,3886522,0,Return to Base,10.929298003265101,,,
3,1,0,3886647,Service,10.929298003265101,10.929298003265103,21.432631336598437,10.503333333333334
3,2,3886647,3886673,Service,10.413021334784489,31.845652671382936,42.34898600471627,10.50333333333333
3,3,3886673,3880044,Service,10.41860270417347,52.76758870888975,63.25758870888975,10.490000000000002
3,4,3880044,0,Return to Base,10.923716633876122,,,
