Operator_ID,Sequence_Rank,From_Node,To_Node,Activity_Type,Travel_Time,Start_Service,Finish_Service,Processing_Time
1,1,0,3877942,Service,11.174878256380202,11.174878256380197,21.57821158971353,10.403333333333332
1,2,3877942,3871964,Service,10.373951749061632,31.952163338775165,42.3554966721085,10.403333333333336
1,3,3871964,3883553,Service,10.39348654192306,52.74898321403157,63.16898321403157,10.420000000000002
1,4,3883553,0,Return to Base,11.174878256380202,,,
2,1,0,3887096,Service,11.174878256380202,11.174878256380197,21.5948782563802,10.420000000000002
2,2,3887096,3883538,Service,10.39348654192306,31.988364798303266,42.3916981316366,10.403333333333336
2,3,3883538,3878043,Service,10.373951749061632,52.765649880698234,63.16898321403157,10.403333333333336
2,4,3878043,0,Return to Base,11.174878256380202,,,
3,1,0,3883652,Service,11.174878256380202,11.174878256380197,21.5948782563802,10.420000000000002
3,2,3883652,3886832,Service,10.39348654192306,31.988364798303266,42.40836479830327,10.420000000000002
3,3,3886832,0,Return to Base,11.174878256380202,,,
