Operator_ID,Sequence_Rank,From_Node,To_Node,Activity_Type,Travel_Time,Start_Service,Finish_Service,Processing_Time
1,1,0,3877644,Service,10.845577462430407,10.84557746243044,21.178910795763773,10.333333333333334
1,2,3877644,3877851,Service,10.340463532727755,31.519374328491537,41.85937432849154,10.340000000000003
1,3,3877851,3882117,Service,10.346044902116734,52.205419230608285,62.51875256394162,10.313333333333333
1,4,3882117,0,Return to Base,10.828833354263468,,,
2,1,0,3877886,Service,10.81767061548551,10.817670615485493,21.177670615485493,10.36
2,2,3877886,3877855,Service,10.346044902116734,31.523715517602238,41.86371551760224,10.34
2,3,3877855,3873551,Service,10.326510109255306,52.190225626857554,62.52689229352422,10.336666666666666
2,4,3873551,0,Return to Base,10.81767061548551,,,
3,1,0,3882119,Service,10.851158831819387,10.85115883181939,21.20115883181939,10.350000000000001
3,2,3882119,3891481,Service,10.348835586811225,31.549994418630604,41.899994418630605,10.350000000000001
3,3,3891481,0,Return to Base,10.851158831819387,,,
