Operator_ID,Sequence_Rank,From_Node,To_Node,Activity_Type,Travel_Time,Start_Service,Finish_Service,Processing_Time
1,1,0,3876811,Service,12.397198152566732,12.397198152566801,22.720531485900135,10.323333333333334
1,2,3876811,3885384,Service,10.298603262310408,33.01913474821056,43.3524680815439,10.333333333333336
1,3,3885384,3883528,Service,10.284649838837959,53.653009613908786,64.08300961390879,10.43
1,4,3883528,0,Return to Base,12.394407467872242,,,
2,1,0,3891506,Service,12.377663359705304,12.37766335970531,22.68766335970531,10.310000000000002
2,2,3891506,3881597,Service,10.284649838837959,32.972313198543276,43.39231319854328,10.420000000000002
2,3,3881597,3886819,Service,10.27069641536551,53.663009613908784,64.08300961390879,10.420000000000002
2,4,3886819,0,Return to Base,12.394407467872242,,,
3,1,0,3880323,Service,12.40836089134469,12.4083608913447,22.87169422467803,10.463333333333331
3,2,3880323,3882067,Service,10.304184631699387,33.17587885637744,43.612545523044105,10.436666666666667
3,3,3882067,0,Return to Base,12.405570206650202,,,
