Operator_ID,Sequence_Rank,From_Node,To_Node,Activity_Type,Travel_Time,Start_Service,Finish_Service,Processing_Time
1,1,0,3886427,Service,11.199994418630611,11.19999441863061,21.34332775196394,10.14333333333333
1,2,3886427,3882816,Service,10.111627387779592,31.454955139743547,41.638288473076884,10.183333333333337
1,3,3882816,3885578,Service,10.111627387779592,51.74991586085649,61.89324919418982,10.14333333333333
1,4,3885578,0,Return to Base,11.199994418630611,,,
2,1,0,3880484,Service,11.199994418630611,11.19999441863061,21.383327751963943,10.183333333333334
2,2,3880484,3880394,Service,10.142324919418979,31.52565267138291,41.80231933804958,10.276666666666667
2,3,3880394,0,Return to Base,11.199994418630611,,,
3,1,0,3880433,Service,11.199994418630611,31.18642820265953,41.4630948693262,10.276666666666667
3,2,3880433,3880774,Service,10.153487658196939,51.61658252752315,61.89324919418982,10.27666666666667
3,3,3880774,0,Return to Base,11.199994418630611,,,
