Operator_ID,Sequence_Rank,From_Node,To_Node,Activity_Type,Travel_Time,Start_Service,Finish_Service,Processing_Time
1,1,0,3894911,Service,11.199994418630611,11.19999441863061,21.85999441863061,10.66
1,2,3894911,3894551,Service,10.747903498123264,32.60789791675387,43.26789791675387,10.659999999999997
1,3,3894551,3888549,Service,10.750694182817755,54.07587885637743,64.7125455230441,10.63666666666667
1,4,3888549,0,Return to Base,11.199994418630611,,,
2,1,0,3888681,Service,11.199994418630611,11.19999441863061,21.836661085297276,10.636666666666667
2,2,3888681,3895167,Service,10.756275552206734,32.592936637504025,43.31960330417069,10.726666666666667
2,3,3895167,3888700,Service,10.756275552206734,54.07587885637743,64.7125455230441,10.63666666666667
2,4,3888700,0,Return to Base,11.199994418630611,,,
3,1,0,3895249,Service,11.199994418630611,11.199994418630606,21.933327751963937,10.73333333333333
3,2,3895249,3895176,Service,10.761856921595713,32.695184673559666,43.42185134022633,10.726666666666667
3,3,3895176,0,Return to Base,11.199994418630611,,,
