Operator,Task,Start,Finish,Successor
1,3878119,11.174878256380193,21.818211589713528,3880659
1,3880659,32.34286031227761,42.98619364561094,3878213
1,3878213,53.51084236817502,64.12084236817502,3887142
1,3887142,74.6427004060446,85.2927004060446,0
2,3878270,11.17480544979264,21.818138783125974,3888071
2,3888071,32.33720613630108,42.997206136301074,3878651
2,3888071,32.33720613630108,42.997206136301074,3880594
2,3880594,53.515495937993535,64.15882927132687,3878270
2,3880594,53.515495937993535,64.15882927132687,3878651
2,3878651,74.6827004060446,85.2927004060446,0
