Operator_ID,Sequence_Rank,From_Node,To_Node,Activity_Type,Travel_Time,Start_Service,Finish_Service,Processing_Time
1,1,0,3877550,Service,11.462318779912652,11.462318779912664,21.84898544657933,10.386666666666667
1,2,3877550,3877899,Service,10.27906846944898,32.12805391602832,42.471387249361655,10.343333333333334
1,3,3877899,0,Return to Base,11.462318779912652,,,
2,1,0,3877607,Service,11.462318779912652,11.462318779912664,21.79898544657933,10.336666666666666
2,2,3877607,3877616,Service,10.27906846944898,32.078053916028324,42.41805391602833,10.340000000000003
2,3,3877616,3877608,Service,10.27906846944898,52.697122385477314,63.03378905214398,10.336666666666666
2,4,3877608,0,Return to Base,11.462318779912652,,,
3,1,0,3888189,Service,11.462318779912652,11.462318779912664,21.915652113245997,10.453333333333333
3,2,3888189,3885471,Service,10.329300793949795,32.24495290719578,42.588286240529115,10.343333333333334
3,3,3885471,0,Return to Base,11.462318779912652,,,
