Operator,Task,Start,Finish,Successor
1,3887154,12.37766335970531,22.79766335970531,3886765
1,3886765,33.046034297514716,43.34270096418138,3890992
1,3890992,53.585490532602016,63.99549053260202,3883938
1,3883938,74.23828010102264,84.51161343435598,3880877
1,3880877,94.74044957930414,105.03711624597081,3882281
1,3882281,115.27990581439144,125.68990581439144,3879022
1,3879022,135.92432332872858,146.22098999539526,3880578
1,3880578,156.46098887912137,166.8943222124547,3878589
1,3878589,177.14548383495878,187.4454838349588,3878168
1,3878168,197.6910640880739,208.10106408807388,0
