Operator_ID,Sequence_Rank,From_Node,To_Node,Activity_Type,Travel_Time,Start_Service,Finish_Service,Processing_Time
1,1,0,3894314,Service,10.733950074650815,10.733950074650807,22.063950074650805,11.329999999999998
1,2,3894314,3885429,Service,10.993483751238367,54.88324305468343,66.13324305468343,11.25
1,3,3885429,0,Return to Base,10.750694182817755,,,
2,1,0,3879968,Service,10.789763768540611,10.78976376854061,21.91976376854061,11.129999999999999
2,2,3879968,3879941,Service,10.95720485021,32.876968618750595,44.00696861875059,11.129999999999995
2,3,3879941,3879921,Service,10.95720485021,54.96417346896058,66.09417346896058,11.129999999999995
2,4,3879921,0,Return to Base,10.789763768540611,,,
3,1,0,3894339,Service,10.733950074650815,10.733950074650807,22.063950074650805,11.329999999999998
3,2,3894339,3885441,Service,10.993483751238367,33.05743382588916,44.30743382588916,11.25
3,3,3885441,0,Return to Base,10.750694182817755,,,
