Operator_ID,Sequence_Rank,From_Node,To_Node,Activity_Type,Travel_Time,Start_Service,Finish_Service,Processing_Time
1,1,0,3883179,Service,10.0,10.0,20.236666666666665,10.236666666666665
1,2,3883179,3883238,Service,10.329300793949795,30.56596746061645,40.832634127283114,10.266666666666666
1,3,3883238,3883146,Service,10.329300793949795,51.1619349212329,61.4019349212329,10.240000000000002
1,4,3883146,3883198,Service,10.301393947004897,71.70332886823778,81.93999553490444,10.236666666666665
1,5,3883198,0,Return to Base,10.0,,,
2,1,0,3883186,Service,10.0,10.0,20.236666666666665,10.236666666666665
2,2,3883186,3883211,Service,10.301393947004897,30.53806061367156,40.774727280338226,10.236666666666665
2,3,3883211,3883225,Service,10.329300793949795,51.10402807428801,61.370694740954676,10.266666666666666
2,4,3883225,3883230,Service,10.329300793949795,71.69999553490446,81.96666220157113,10.266666666666666
2,5,3883230,0,Return to Base,10.0,,,
