Operator_ID,Sequence_Rank,From_Node,To_Node,Activity_Type,Travel_Time,Start_Service,Finish_Service,Processing_Time
1,1,0,3881646,Service,11.462318779912652,11.462318779912664,21.66898544657933,10.206666666666667
1,2,3881646,3884779,Service,10.080929856140203,31.749915302719543,41.86658196938621,10.116666666666667
1,3,3884779,3883380,Service,10.097673964307143,51.96425593369336,62.237672376245094,10.273416442551735
1,4,3883380,3885274,Service,10.13953423472449,72.37720661096958,82.60062305352132,10.223416442551738
1,5,3885274,0,Return to Base,11.462318779912652,,,
2,1,0,3894110,Service,11.462318779912652,11.462318779912664,21.689068555797732,10.226749775885068
2,2,3894110,3887573,Service,10.12837149594653,31.81744005174427,42.050856494296006,10.233416442551736
2,3,3887573,3877915,Service,10.12837149594653,52.17922799024254,62.332561323575874,10.153333333333336
2,4,3877915,3885276,Service,10.106046018390613,72.43860734196647,82.56860734196647,10.129999999999995
2,5,3885276,0,Return to Base,11.462318779912652,,,
