Operator,Task,Start,Finish,Successor
1,3880239,0.0,10.28,3880218
1,3880218,20.480929298003275,30.760929298003273,3879778
1,3879778,40.96185859600655,51.18185859600655,3880170
1,3880170,61.37162515523187,71.59162515523187,3880168
1,3880168,81.78139171445719,92.00139171445718,0
2,3880180,0.0,10.22,3880203
2,3880203,20.409766559225318,30.629766559225317,3880212
2,3880212,40.819533118450636,51.039533118450635,3880233
2,3880233,61.24046241645391,71.52046241645391,3880229
2,3880229,81.72139171445718,92.00139171445718,0
