Operator,Task,Start,Finish,Successor
1,3877544,11.462318779912664,21.70898544657933,3891458
1,3891458,31.795496672108527,41.89549667210853,3877543
1,3877543,51.97642652824874,62.22309319491541,0
2,3886717,11.46226743211113,21.702267432111128,3888336
2,3888336,31.785590975249377,41.88892430858271,3873712
2,3873712,51.97543553411191,62.22309319491541,0
3,3891465,11.462267432111105,21.70893409877777,3886717
3,3891465,11.462267432111105,21.70893409877777,3885331
3,3886717,11.46226743211113,21.702267432111128,0
3,3885331,31.83975054201379,42.22533615591196,0
3,3885331,31.83975054201379,42.22533615591196,3891465
