Operator,Task,Start,Finish,Successor
1,3883366,12.293942818870619,23.53394281887062,3885818
1,3885818,34.572077525220834,45.812077525220836,3889857
1,3889857,56.85021223157105,68.09021223157104,3890313
1,3890313,79.12276556853229,90.35609890186562,3881050
1,3881050,101.38865223882684,112.62198557216017,3881446
1,3881446,123.63779480095448,134.85112813428782,3880277
1,3880277,145.86693736308212,157.10027069641546,3880943
1,3880943,168.11607992520976,179.3294132585431,3878590
1,3878590,190.3452224873374,201.57855582067072,3880312
1,3880312,212.605527788243,223.82886112157632,0
