Operator_ID,Sequence_Rank,From_Node,To_Node,Activity_Type,Travel_Time,Start_Service,Finish_Service,Processing_Time
1,1,0,3876772,Service,11.046506760433672,11.046506760433687,21.63984009376702,10.593333333333334
1,2,3876772,0,Return to Base,11.046506760433672,,,
2,1,0,3876775,Service,11.046506760433672,11.046506760433687,21.63984009376702,10.593333333333334
2,2,3876775,3876940,Service,10.471625713368775,32.1114658071358,42.7914658071358,10.68
2,3,3876940,0,Return to Base,11.08278566146204,,,
3,1,0,3876786,Service,11.046506760433672,11.046506760433687,21.63984009376702,10.593333333333334
3,2,3876786,3876962,Service,10.471625713368775,32.1114658071358,42.7914658071358,10.68
3,3,3876962,0,Return to Base,11.08278566146204,,,
4,1,0,3876813,Service,11.046506760433672,11.046506760433687,21.63984009376702,10.593333333333334
4,2,3876813,3876988,Service,10.471625713368775,32.1114658071358,42.7914658071358,10.68
4,3,3876988,0,Return to Base,11.08278566146204,,,
