Operator,Task,Start,Finish,Successor
1,3877613,10.580416975478638,21.580416975478638,3886510
1,3887856,10.585952855950666,21.575952855950668,3885329
1,3885329,32.44333799881967,43.556671332153,0
1,3886510,32.47038637460787,43.53038637460787,0
2,3877746,10.566508992981426,21.573175659648093,3880688
2,3880688,32.42991586085646,43.57324919418979,0
3,3877613,10.580416975478638,21.580416975478638,3886510
3,3887856,10.585952855950666,21.575952855950668,0
3,3887856,10.585952855950666,21.575952855950668,3885329
3,3885329,32.44333799881967,43.556671332153,3887856
3,3886510,32.47038637460787,43.53038637460787,0
4,3885330,10.586043785842861,21.576043785842863,3884008
4,3884008,32.435574671745655,43.542241338412325,0
