Operator,Task,Start,Finish,Successor
1,3882083,0.0,10.12,3884586
1,3884586,20.223255333696123,30.34992200036279,3884408
1,3884408,40.453177334058914,50.57984400072558,3881898
1,3881898,60.683099334421705,70.8030993344217,0
2,3882321,0.0,10.12,3888590
2,3882321,0.0,10.12,3895244
2,3895244,20.23098433655619,30.347651003222857,3888590
2,3895244,20.23098433655619,30.347651003222857,3898020
2,3888590,40.458781664532175,50.57544833119884,3895244
2,3888590,40.458781664532175,50.57544833119884,3898020
2,3898020,60.68643266775502,70.80309933442169,0
