Operator,Task,Start,Finish,Successor
1,3882303,0.0,10.426666666666666,3880532
1,3880532,20.88433895656297,31.417672289896306,3883548
1,3883548,41.89487937265406,52.408212705987395,3889611
1,3889611,62.86588499588372,73.27255166255038,3880984
1,3880984,83.7302239524467,94.24355728578004,0
2,3877204,0.0,10.55,3872601
2,3872601,21.07743940725859,31.600772740591925,3878192
2,3878192,42.10030530090559,52.49030530090559,3886698
2,3886698,62.947977590801905,73.32797759080191,3883627
2,3883627,83.78564988069823,94.29564988069824,0
