Operator,Task,Start,Finish,Successor
1,3880917,12.433477053595112,22.77014372026178,3884730
1,3884730,33.06874698257218,43.375413649238844,3880612
1,3880612,53.67122622685477,64.02122622685476,3883574
1,3883574,74.33657359733212,84.67324026399879,3880897
1,3880897,94.98858763447615,105.32858763447615,0
2,3880137,12.427895684206135,22.76122901753947,3879730
2,3879730,33.073785703322315,43.40711903665565,3889606
2,3889606,53.719675722438495,64.0496757224385,3880905
2,3880905,74.35665103883237,84.68665103883237,3885437
2,3885437,94.99362635522624,105.33695968855957,0
