Operator,Task,Start,Finish,Successor
1,3889762,-3.552713678800501e-15,10.446666666666664,3884667
1,3881611,20.578087580798325,31.154754247464993,0
1,3884667,20.77585407666261,31.182520743329277,0
2,3887275,1.994563467146678,12.571230133813344,3882063
2,3882063,23.162855289045186,33.59618862237852,0
3,3881399,1.4210854715202004e-14,10.40666666666668,3881501
3,3881501,20.763874307561377,31.173874307561377,0
4,3888701,-1.7763568394002505e-15,10.446666666666665,3880781
4,3880781,21.018757029037076,31.442090362370408,0
5,3889762,-3.552713678800501e-15,10.446666666666664,3884667
5,3881611,20.578087580798325,31.154754247464993,0
5,3884667,20.77585407666261,31.182520743329277,0
