Operator,Task,Start,Finish,Successor
1,3878941,1.7763568394002505e-15,10.703333333333335,3891125
1,3891125,21.19728452425803,31.870617857591366,3878915
1,3878915,42.36456904851606,53.06790238184939,3885387
1,3885387,63.53673741052366,74.07673741052366,0
2,3889736,0.0,10.663333333333334,3885411
2,3885411,21.215888902842302,31.7558889028423,3878955
2,3885411,21.215888902842302,31.7558889028423,3891138
2,3878955,42.22460777879179,52.927941112125126,3885411
2,3878955,42.22460777879179,52.927941112125126,3891138
2,3891138,63.42177613127381,74.08510946460714,0
2,3891138,63.42177613127381,74.08510946460714,3878955
