Operator,Task,Start,Finish,Successor
1,3885350,11.462318779912664,21.722318779912662,3888274
1,3888274,31.847899591164698,42.10042140125978,0
2,3873058,31.83045056659269,42.10378389992602,0
2,3873627,31.8579287564976,42.103783899926015,0
3,3888345,11.49022562685755,21.742747436952634,3885351
3,3885351,31.871661581538014,42.12832824820468,0
4,3871723,11.487325464233084,21.727325464233083,0
4,3871723,11.487325464233084,21.727325464233083,3873627
4,3873058,31.83045056659269,42.10378389992602,3871723
4,3873627,31.8579287564976,42.103783899926015,0
