Operator_ID,Sequence_Rank,From_Node,To_Node,Activity_Type,Travel_Time,Start_Service,Finish_Service,Processing_Time
1,1,0,3884034,Service,11.174878256380202,0.0,10.056666666666667,10.056666666666667
1,2,3884034,3884485,Service,10.047441639806326,20.104108306472988,30.160774973139652,10.056666666666665
1,3,3884485,0,Return to Base,11.174878256380202,,,
2,1,0,3884738,Service,11.174878256380202,0.0,10.056666666666667,10.056666666666667
2,2,3884738,3884492,Service,10.047441639806326,20.104108306472988,30.160774973139652,10.056666666666665
2,3,3884492,0,Return to Base,11.174878256380202,,,
3,1,0,3888134,Service,11.174878256380202,0.0,10.06,10.06
3,2,3888134,0,Return to Base,11.174878256380202,,,
4,1,0,3884531,Service,11.174878256380202,0.0,10.056666666666667,10.056666666666667
4,2,3884531,3884474,Service,10.047441639806326,20.104108306472988,30.160774973139652,10.056666666666665
4,3,3884474,0,Return to Base,11.174878256380202,,,
5,1,0,3883437,Service,11.174878256380202,0.0,10.056666666666667,10.056666666666667
5,2,3883437,3883177,Service,10.047441639806326,20.104108306472988,30.160774973139652,10.056666666666665
5,3,3883177,0,Return to Base,11.174878256380202,,,
