Operator,Task,Start,Finish,Successor
1,3878917,11.381388923772448,22.098055590439117,3878908
1,3878908,32.59479746605831,43.31146413272498,3878993
1,3878993,53.80820600834417,64.52487267501084,0
1,3878993,53.80820600834417,64.52487267501084,3878979
1,3878979,75.02075067740866,85.73741734407533,0
2,3890449,11.375907554383467,21.992574221050134,3878858
2,3878858,32.50885088953074,43.138850889530744,3883852
2,3883852,53.64954618862236,64.27287952195569,3878852
2,3878852,74.78357482104732,85.41357482104732,3878876
2,3878979,75.02075067740866,85.73741734407533,3890449
2,3878876,95.92427012013894,106.55427012013894,0
