Operator_ID,Sequence_Rank,From_Node,To_Node,Activity_Type,Travel_Time,Start_Service,Finish_Service,Processing_Time
1,1,0,3885276,Service,11.462318779912652,11.462318779912692,21.592318779912695,10.130000000000003
1,2,3885276,3877915,Service,10.106046018390613,31.698364798303288,41.851698131636624,10.153333333333336
1,3,3877915,3887573,Service,10.12837149594653,51.98006962758316,62.2134860701349,10.233416442551736
1,4,3887573,0,Return to Base,11.462318779912652,,,
2,1,0,3881646,Service,11.462318779912652,11.46231877991266,21.668985446579327,10.206666666666667
2,2,3881646,3884779,Service,10.080929856140203,31.74991530271954,41.8665819693862,10.116666666666664
2,3,3884779,3885274,Service,10.13953423472449,52.00611620411071,62.22953264666245,10.223416442551738
2,4,3885274,0,Return to Base,11.462318779912652,,,
3,1,0,3894110,Service,11.462318779912652,11.462318779912694,21.68906855579776,10.226749775885066
3,2,3894110,3883380,Service,10.13953423472449,31.828602790522254,42.10201923307399,10.273416442551735
3,3,3883380,0,Return to Base,11.487434942163059,,,
