Operator,Task,Start,Finish,Successor
1,3879058,10.558136938898002,21.231470272231334,3880098
1,3880098,31.77565378765685,42.42565378765685,3880400
1,3880400,52.96983730308237,63.62983730308237,0
2,3879087,10.558178923132289,21.241512256465622,3879059
2,3879059,31.78290508719664,42.42957175386331,0
2,3879059,31.78290508719664,42.42957175386331,3879061
2,3879061,52.97344192465006,63.63010859131673,0
2,3879061,52.97344192465006,63.63010859131673,3879087
3,3880125,10.55534625420347,21.21534625420347,3880606
3,3880606,31.759529769628983,42.40619643629565,3879064
3,3879064,52.94758926702666,63.64425593369332,0
