Operator,Task,Start,Finish,Successor
1,3880606,0.0,10.646666666666667,3880125
1,3880125,21.20751684875884,31.86751684875884,0
2,3879059,-1.7763568394002505e-15,10.646666666666665,0
2,3879059,-1.7763568394002505e-15,10.646666666666665,3879064
2,3879064,21.187826926289077,31.884493592955742,0
2,3879064,21.187826926289077,31.884493592955742,3879059
3,3879058,-1.2434497875801753e-14,10.673333333333321,3880098
3,3880098,21.217516848758834,31.867516848758836,0
4,3879061,0.0,10.656666666666666,3880400
4,3880400,21.20085018209218,31.86085018209218,0
5,3879087,0.0,10.683333333333334,0
